date,store_nbr,transactions
2017-06-29,53,914
2017-06-29,54,717
2017-06-30,1,1852
2017-06-30,2,1893
2017-06-30,3,3269
2017-06-30,4,1413
2017-06-30,5,1232
2017-06-30,6,1729
2017-06-30,7,2023
2017-06-30,8,2856
2017-06-30,9,1837
2017-06-30,10,842
2017-06-30,11,2085
2017-06-30,12,1112
2017-06-30,13,815
2017-06-30,14,1144
2017-06-30,15,1264
2017-06-30,16,617
2017-06-30,17,1368
2017-06-30,18,1280
2017-06-30,19,1064
2017-06-30,20,1390
2017-06-30,21,922
2017-06-30,22,852
2017-06-30,23,950
2017-06-30,24,2370
2017-06-30,25,937
2017-06-30,26,601
2017-06-30,27,1541
2017-06-30,28,1146
2017-06-30,29,1005
2017-06-30,30,773
2017-06-30,31,1245
2017-06-30,32,624
2017-06-30,33,793
2017-06-30,34,2307
2017-06-30,35,667
2017-06-30,36,1050
2017-06-30,37,1528
2017-06-30,38,1502
2017-06-30,39,1364
2017-06-30,40,1256
2017-06-30,41,1117
2017-06-30,42,1185
2017-06-30,43,1348
2017-06-30,44,4612
2017-06-30,45,4137
2017-06-30,46,3380
2017-06-30,47,3930
2017-06-30,48,2636
2017-06-30,49,3294
2017-06-30,50,2538
2017-06-30,51,1813
2017-06-30,52,2028
2017-06-30,53,1127
2017-06-30,54,705
2017-07-01,1,1362
2017-07-01,2,2145
2017-07-01,3,3851
2017-07-01,4,1718
2017-07-01,5,1234
2017-07-01,6,2248
2017-07-01,7,1908
2017-07-01,8,3048
2017-07-01,9,2406
2017-07-01,10,1130
2017-07-01,11,2793
2017-07-01,12,1296
2017-07-01,13,1145
2017-07-01,14,1629
2017-07-01,15,1349
2017-07-01,16,744
2017-07-01,17,1731
2017-07-01,18,1352
2017-07-01,19,1616
2017-07-01,20,2009
2017-07-01,21,1235
2017-07-01,22,955
2017-07-01,23,1080
2017-07-01,24,2351
2017-07-01,25,1241
2017-07-01,26,730
2017-07-01,27,1907
2017-07-01,28,1585
2017-07-01,29,1356
2017-07-01,30,740
2017-07-01,31,1726
2017-07-01,32,738
2017-07-01,33,1161
2017-07-01,34,2441
2017-07-01,35,905
2017-07-01,36,1296
2017-07-01,37,1630
2017-07-01,38,2288
2017-07-01,39,1780
2017-07-01,40,1590
2017-07-01,41,1430
2017-07-01,42,1588
2017-07-01,43,1784
2017-07-01,44,5552
2017-07-01,45,4941
2017-07-01,46,4973
2017-07-01,47,4903
2017-07-01,48,4033
2017-07-01,49,3661
2017-07-01,50,3582
2017-07-01,51,1919
2017-07-01,52,2675
2017-07-01,53,1532
2017-07-01,54,971
2017-07-02,1,542
2017-07-02,2,2103
2017-07-02,3,3696
2017-07-02,4,1627
2017-07-02,5,1011
2017-07-02,6,2150
2017-07-02,7,1637
2017-07-02,8,2927
2017-07-02,9,2352
2017-07-02,10,891
2017-07-02,11,2545
2017-07-02,12,1318
2017-07-02,13,936
2017-07-02,14,993
2017-07-02,15,1147
2017-07-02,16,728
2017-07-02,17,1869
2017-07-02,18,1351
2017-07-02,19,1132
2017-07-02,20,2229
2017-07-02,21,1337
2017-07-02,22,857
2017-07-02,23,913
2017-07-02,24,1879
2017-07-02,25,964
2017-07-02,26,693
2017-07-02,27,2018
2017-07-02,28,1784
2017-07-02,29,1626
2017-07-02,30,740
2017-07-02,31,1802
2017-07-02,32,694
2017-07-02,33,1138
2017-07-02,34,2167
2017-07-02,35,826
2017-07-02,36,1340
2017-07-02,37,1214
2017-07-02,38,2124
2017-07-02,39,1666
2017-07-02,40,1370
2017-07-02,41,1603
2017-07-02,42,1513
2017-07-02,43,1840
2017-07-02,44,5664
2017-07-02,45,5007
2017-07-02,46,4940
2017-07-02,47,5021
2017-07-02,48,4364
2017-07-02,49,3710
2017-07-02,50,3394
2017-07-02,51,1983
2017-07-02,52,2597
2017-07-02,53,1414
2017-07-02,54,1006
2017-07-03,1,1890
2017-07-03,2,1956
2017-07-03,3,3192
2017-07-03,4,1297
2017-07-03,5,1049
2017-07-03,6,1801
2017-07-03,7,1883
2017-07-03,8,2871
2017-07-03,9,2224
2017-07-03,10,990
2017-07-03,11,2616
2017-07-03,12,1303
2017-07-03,13,965
2017-07-03,14,1392
2017-07-03,15,1564
2017-07-03,16,677
2017-07-03,17,1526
2017-07-03,18,1327
2017-07-03,19,1272
2017-07-03,20,1567
2017-07-03,21,1203
2017-07-03,22,859
2017-07-03,23,1006
2017-07-03,24,2212
2017-07-03,25,782
2017-07-03,26,608
2017-07-03,27,1571
2017-07-03,28,1259
2017-07-03,29,1251
2017-07-03,30,734
2017-07-03,31,1428
2017-07-03,32,645
2017-07-03,33,972
2017-07-03,34,2103
2017-07-03,35,681
2017-07-03,36,1090
2017-07-03,37,1508
2017-07-03,38,1493
2017-07-03,39,1367
2017-07-03,40,1549
2017-07-03,41,1177
2017-07-03,42,1065
2017-07-03,43,1585
2017-07-03,44,4275
2017-07-03,45,3891
2017-07-03,46,3451
2017-07-03,47,3791
2017-07-03,48,2863
2017-07-03,49,3180
2017-07-03,50,2547
2017-07-03,51,1655
2017-07-03,52,2057
2017-07-03,53,1022
2017-07-03,54,734
2017-07-04,1,1803
2017-07-04,2,1841
2017-07-04,3,2971
2017-07-04,4,1378
2017-07-04,5,1321
2017-07-04,6,1749
2017-07-04,7,1846
2017-07-04,8,2707
2017-07-04,9,2202
2017-07-04,10,942
2017-07-04,11,2773
2017-07-04,12,1217
2017-07-04,13,859
2017-07-04,14,1351
2017-07-04,15,1550
2017-07-04,16,715
2017-07-04,17,1551
2017-07-04,18,1444
2017-07-04,19,1247
2017-07-04,20,1585
2017-07-04,21,1054
2017-07-04,22,864
2017-07-04,23,1019
2017-07-04,24,2148
2017-07-04,25,700
2017-07-04,26,524
2017-07-04,27,1443
2017-07-04,28,1430
2017-07-04,29,1316
2017-07-04,30,837
2017-07-04,31,1477
2017-07-04,32,582
2017-07-04,33,1031
2017-07-04,34,2027
2017-07-04,35,650
2017-07-04,36,1180
2017-07-04,37,1471
2017-07-04,38,1406
2017-07-04,39,1480
2017-07-04,40,1558
2017-07-04,41,1109
2017-07-04,42,1127
2017-07-04,43,1543
2017-07-04,44,3962
2017-07-04,45,3742
2017-07-04,46,3230
2017-07-04,47,3707
2017-07-04,48,2647
2017-07-04,49,2956
2017-07-04,50,2585
2017-07-04,51,1542
2017-07-04,52,1868
2017-07-04,53,975
2017-07-04,54,867
2017-07-05,1,1913
2017-07-05,2,1906
2017-07-05,3,3285
2017-07-05,4,1440
2017-07-05,5,1397
2017-07-05,6,1626
2017-07-05,7,1829
2017-07-05,8,2896
2017-07-05,9,1972
2017-07-05,10,907
2017-07-05,11,2499
2017-07-05,12,1273
2017-07-05,13,845
2017-07-05,14,1360
2017-07-05,15,1320
2017-07-05,16,704
2017-07-05,17,1396
2017-07-05,18,1291
2017-07-05,19,1073
2017-07-05,20,1512
2017-07-05,21,1015
2017-07-05,22,785
2017-07-05,23,1053
2017-07-05,24,2279
2017-07-05,25,820
2017-07-05,26,543
2017-07-05,27,1622
2017-07-05,28,1102
2017-07-05,29,1081
2017-07-05,30,704
2017-07-05,31,1340
2017-07-05,32,573
2017-07-05,33,848
2017-07-05,34,1839
2017-07-05,35,580
2017-07-05,36,1063
2017-07-05,37,1603
2017-07-05,38,1503
2017-07-05,39,1308
2017-07-05,40,1357
2017-07-05,41,1200
2017-07-05,42,1186
2017-07-05,43,1406
2017-07-05,44,4419
2017-07-05,45,3636
2017-07-05,46,3470
2017-07-05,47,4028
2017-07-05,48,2854
2017-07-05,49,3133
2017-07-05,50,2580
2017-07-05,51,1739
2017-07-05,52,2129
2017-07-05,53,1077
2017-07-05,54,766
2017-07-06,1,1698
2017-07-06,2,1792
2017-07-06,3,2897
2017-07-06,4,1327
2017-07-06,5,1278
2017-07-06,6,1620
2017-07-06,7,1880
2017-07-06,8,2671
2017-07-06,9,1945
2017-07-06,10,850
2017-07-06,11,2457
2017-07-06,12,1198
2017-07-06,13,853
2017-07-06,14,1294
2017-07-06,15,1425
2017-07-06,16,695
2017-07-06,17,1382
2017-07-06,18,1278
2017-07-06,19,1005
2017-07-06,20,1444
2017-07-06,21,948
2017-07-06,22,769
2017-07-06,23,973
2017-07-06,24,2075
2017-07-06,25,724
2017-07-06,26,435
2017-07-06,27,1454
2017-07-06,28,1171
2017-07-06,29,1034
2017-07-06,30,716
2017-07-06,31,1308
2017-07-06,32,671
2017-07-06,33,832
2017-07-06,34,1900
2017-07-06,35,715
2017-07-06,36,1076
2017-07-06,37,1473
2017-07-06,38,1349
2017-07-06,39,1402
2017-07-06,40,1278
2017-07-06,41,1048
2017-07-06,42,1088
2017-07-06,43,1324
2017-07-06,44,3795
2017-07-06,45,3336
2017-07-06,46,3013
2017-07-06,47,3433
2017-07-06,48,2511
2017-07-06,49,2715
2017-07-06,50,2439
2017-07-06,51,1458
2017-07-06,52,1839
2017-07-06,53,942
2017-07-06,54,694
2017-07-07,1,1843
2017-07-07,2,1878
2017-07-07,3,3255
2017-07-07,4,1397
2017-07-07,5,1242
2017-07-07,6,1806
2017-07-07,7,2101
2017-07-07,8,2904
2017-07-07,9,1875
2017-07-07,10,819
2017-07-07,11,2470
2017-07-07,12,1098
2017-07-07,13,862
2017-07-07,14,1194
2017-07-07,15,1372
2017-07-07,16,715
2017-07-07,17,1308
2017-07-07,18,1202
2017-07-07,19,1097
2017-07-07,20,1416
2017-07-07,21,931
2017-07-07,22,800
2017-07-07,23,1022
2017-07-07,24,2379
2017-07-07,25,894
2017-07-07,26,567
2017-07-07,27,1504
2017-07-07,28,1031
2017-07-07,29,973
2017-07-07,30,671
2017-07-07,31,1250
2017-07-07,32,560
2017-07-07,33,850
2017-07-07,34,2234
2017-07-07,35,576
2017-07-07,36,965
2017-07-07,37,1668
2017-07-07,38,1544
2017-07-07,39,1419
2017-07-07,40,1372
2017-07-07,41,1092
2017-07-07,42,1207
2017-07-07,43,1452
2017-07-07,44,4638
2017-07-07,45,4085
2017-07-07,46,3384
2017-07-07,47,3885
2017-07-07,48,2795
2017-07-07,49,3332
2017-07-07,50,2653
2017-07-07,51,1830
2017-07-07,52,2122
2017-07-07,53,1146
2017-07-07,54,782
2017-07-08,1,1366
2017-07-08,2,2027
2017-07-08,3,3436
2017-07-08,4,1576
2017-07-08,5,1278
2017-07-08,6,2037
2017-07-08,7,1891
2017-07-08,8,3132
2017-07-08,9,2202
2017-07-08,10,1041
2017-07-08,11,2518
2017-07-08,12,1281
2017-07-08,13,1101
2017-07-08,14,1521
2017-07-08,15,1358
2017-07-08,16,725
2017-07-08,17,1648
2017-07-08,18,1307
2017-07-08,19,1660
2017-07-08,20,1767
2017-07-08,21,1331
2017-07-08,22,820
2017-07-08,23,987
2017-07-08,24,2217
2017-07-08,25,1044
2017-07-08,26,556
2017-07-08,27,1780
2017-07-08,28,1425
2017-07-08,29,1265
2017-07-08,30,751
2017-07-08,31,1393
2017-07-08,32,698
2017-07-08,33,997
2017-07-08,34,2281
2017-07-08,35,701
2017-07-08,36,1176
2017-07-08,37,1633
2017-07-08,38,2019
2017-07-08,39,1688
2017-07-08,40,1454
2017-07-08,41,1335
2017-07-08,42,1496
2017-07-08,43,1532
2017-07-08,44,5098
2017-07-08,45,4594
2017-07-08,46,4328
2017-07-08,47,4447
2017-07-08,48,3620
2017-07-08,49,3568
2017-07-08,50,3541
2017-07-08,51,1845
2017-07-08,52,2652
2017-07-08,53,1288
2017-07-08,54,917
2017-07-09,1,579
2017-07-09,2,1910
2017-07-09,3,3472
2017-07-09,4,1551
2017-07-09,5,1195
2017-07-09,6,1985
2017-07-09,7,1593
2017-07-09,8,2825
2017-07-09,9,2062
2017-07-09,10,830
2017-07-09,11,2449
2017-07-09,12,1241
2017-07-09,13,822
2017-07-09,14,941
2017-07-09,15,1046
2017-07-09,16,852
2017-07-09,17,1671
2017-07-09,18,1239
2017-07-09,19,1033
2017-07-09,20,2094
2017-07-09,21,1509
2017-07-09,22,806
2017-07-09,23,889
2017-07-09,24,1761
2017-07-09,25,876
2017-07-09,26,559
2017-07-09,27,1971
2017-07-09,28,1609
2017-07-09,29,1438
2017-07-09,30,648
2017-07-09,31,1629
2017-07-09,32,688
2017-07-09,33,1010
2017-07-09,34,1950
2017-07-09,35,742
2017-07-09,36,1227
2017-07-09,37,1293
2017-07-09,38,1938
2017-07-09,39,1528
2017-07-09,40,1241
2017-07-09,41,1523
2017-07-09,42,1312
2017-07-09,43,1713
2017-07-09,44,5321
2017-07-09,45,4624
2017-07-09,46,4540
2017-07-09,47,4451
2017-07-09,48,3907
2017-07-09,49,3413
2017-07-09,50,3268
2017-07-09,51,1969
2017-07-09,52,2643
2017-07-09,53,1344
2017-07-09,54,1027
2017-07-10,1,1814
2017-07-10,2,1821
2017-07-10,3,2951
2017-07-10,4,1300
2017-07-10,5,1252
2017-07-10,6,1665
2017-07-10,7,1815
2017-07-10,8,2608
2017-07-10,9,1938
2017-07-10,10,874
2017-07-10,11,2339
2017-07-10,12,1217
2017-07-10,13,936
2017-07-10,14,1293
2017-07-10,15,1505
2017-07-10,16,703
2017-07-10,17,1394
2017-07-10,18,1241
2017-07-10,19,1230
2017-07-10,20,1474
2017-07-10,21,967
2017-07-10,22,783
2017-07-10,23,923
2017-07-10,24,2163
2017-07-10,25,660
2017-07-10,26,501
2017-07-10,27,1548
2017-07-10,28,1215
2017-07-10,29,1133
2017-07-10,30,796
2017-07-10,31,1338
2017-07-10,32,547
2017-07-10,33,936
2017-07-10,34,2010
2017-07-10,35,634
2017-07-10,36,978
2017-07-10,37,1520
2017-07-10,38,1432
2017-07-10,39,1427
2017-07-10,40,1410
2017-07-10,41,1114
2017-07-10,42,1077
2017-07-10,43,1525
2017-07-10,44,4000
2017-07-10,45,3583
2017-07-10,46,3065
2017-07-10,47,3639
2017-07-10,48,2541
2017-07-10,49,2929
2017-07-10,50,2484
2017-07-10,51,1569
2017-07-10,52,1897
2017-07-10,53,993
2017-07-10,54,840
2017-07-11,1,1760
2017-07-11,2,1782
2017-07-11,3,2845
2017-07-11,4,1213
2017-07-11,5,1219
2017-07-11,6,1594
2017-07-11,7,1752
2017-07-11,8,2622
2017-07-11,9,1896
2017-07-11,10,900
2017-07-11,11,2285
2017-07-11,12,1149
2017-07-11,13,825
2017-07-11,14,1257
2017-07-11,15,1403
2017-07-11,16,721
2017-07-11,17,1419
2017-07-11,18,1406
2017-07-11,19,1083
2017-07-11,20,1501
2017-07-11,21,1096
2017-07-11,22,818
2017-07-11,23,969
2017-07-11,24,2056
2017-07-11,25,685
2017-07-11,26,468
2017-07-11,27,1417
2017-07-11,28,1260
2017-07-11,29,1232
2017-07-11,30,770
2017-07-11,31,1358
2017-07-11,32,650
2017-07-11,33,1007
2017-07-11,34,1974
2017-07-11,35,629
2017-07-11,36,1165
2017-07-11,37,1550
2017-07-11,38,1306
2017-07-11,39,1452
2017-07-11,40,1479
2017-07-11,41,1020
2017-07-11,42,1069
2017-07-11,43,1338
2017-07-11,44,3778
2017-07-11,45,3254
2017-07-11,46,2888
2017-07-11,47,3365
2017-07-11,48,2374
2017-07-11,49,2651
2017-07-11,50,2467
2017-07-11,51,1425
2017-07-11,52,1808
2017-07-11,53,894
2017-07-11,54,767
2017-07-12,1,1970
2017-07-12,2,1831
2017-07-12,3,3122
2017-07-12,4,1392
2017-07-12,5,1253
2017-07-12,6,1663
2017-07-12,7,1942
2017-07-12,8,2745
2017-07-12,9,1735
2017-07-12,10,820
2017-07-12,11,2188
2017-07-12,12,1197
2017-07-12,13,806
2017-07-12,14,1233
2017-07-12,15,1379
2017-07-12,16,662
2017-07-12,17,1305
2017-07-12,18,1159
2017-07-12,19,1063
2017-07-12,20,1330
2017-07-12,21,934
2017-07-12,22,734
2017-07-12,23,966
2017-07-12,24,2209
2017-07-12,25,817
2017-07-12,26,493
2017-07-12,27,1546
2017-07-12,28,1038
2017-07-12,29,1051
2017-07-12,30,682
2017-07-12,31,1170
2017-07-12,32,542
2017-07-12,33,821
2017-07-12,34,1894
2017-07-12,35,604
2017-07-12,36,1018
2017-07-12,37,1615
2017-07-12,38,1455
2017-07-12,39,1365
2017-07-12,40,1268
2017-07-12,41,1076
2017-07-12,42,1109
2017-07-12,43,1352
2017-07-12,44,4257
2017-07-12,45,3300
2017-07-12,46,3122
2017-07-12,47,3586
2017-07-12,48,2498
2017-07-12,49,2917
2017-07-12,50,2405
2017-07-12,51,1742
2017-07-12,52,1987
2017-07-12,53,1095
2017-07-12,54,692
2017-07-13,1,1679
2017-07-13,2,1622
2017-07-13,3,2688
2017-07-13,4,1186
2017-07-13,5,1170
2017-07-13,6,1514
2017-07-13,7,1771
2017-07-13,8,2527
2017-07-13,9,1842
2017-07-13,10,798
2017-07-13,11,2113
2017-07-13,12,1110
2017-07-13,13,817
2017-07-13,14,1241
2017-07-13,15,1270
2017-07-13,16,667
2017-07-13,17,1239
2017-07-13,18,1198
2017-07-13,19,1001
2017-07-13,20,1513
2017-07-13,21,939
2017-07-13,22,755
2017-07-13,23,919
2017-07-13,24,1911
2017-07-13,25,699
2017-07-13,26,427
2017-07-13,27,1362
2017-07-13,28,1065
2017-07-13,29,1015
2017-07-13,30,753
2017-07-13,31,1264
2017-07-13,32,542
2017-07-13,33,843
2017-07-13,34,1867
2017-07-13,35,624
2017-07-13,36,994
2017-07-13,37,1472
2017-07-13,38,1309
2017-07-13,39,1311
2017-07-13,40,1255
2017-07-13,41,966
2017-07-13,42,1023
2017-07-13,43,1339
2017-07-13,44,3812
2017-07-13,45,3138
2017-07-13,46,2789
2017-07-13,47,3186
2017-07-13,48,2358
2017-07-13,49,2665
2017-07-13,50,2246
2017-07-13,51,1397
2017-07-13,52,1907
2017-07-13,53,919
2017-07-13,54,683
2017-07-14,1,1867
2017-07-14,2,1857
2017-07-14,3,3257
2017-07-14,4,1481
2017-07-14,5,1301
2017-07-14,6,1787
2017-07-14,7,2014
2017-07-14,8,2889
2017-07-14,9,1850
2017-07-14,10,696
2017-07-14,11,2230
2017-07-14,12,1172
2017-07-14,13,852
2017-07-14,14,1178
2017-07-14,15,1361
2017-07-14,16,590
2017-07-14,17,1283
2017-07-14,18,1175
2017-07-14,19,1082
2017-07-14,20,1373
2017-07-14,21,1004
2017-07-14,22,796
2017-07-14,23,1028
2017-07-14,24,2376
2017-07-14,25,953
2017-07-14,26,596
2017-07-14,27,1489
2017-07-14,28,1111
2017-07-14,29,1052
2017-07-14,30,678
2017-07-14,31,1304
2017-07-14,32,552
2017-07-14,33,770
2017-07-14,34,2177
2017-07-14,35,573
2017-07-14,36,976
2017-07-14,37,1657
2017-07-14,38,1544
2017-07-14,39,1390
2017-07-14,40,1262
2017-07-14,41,1165
2017-07-14,42,1125
2017-07-14,43,1407
2017-07-14,44,4446
2017-07-14,45,3876
2017-07-14,46,3098
2017-07-14,47,3756
2017-07-14,48,2620
2017-07-14,49,3192
2017-07-14,50,2559
2017-07-14,51,1801
2017-07-14,52,2278
2017-07-14,53,1089
2017-07-14,54,676
2017-07-15,1,1338
2017-07-15,2,2002
2017-07-15,3,3579
2017-07-15,4,1534
2017-07-15,5,1265
2017-07-15,6,2038
2017-07-15,7,1801
2017-07-15,8,2869
2017-07-15,9,2067
2017-07-15,10,932
2017-07-15,11,2418
2017-07-15,12,1304
2017-07-15,13,1064
2017-07-15,14,1450
2017-07-15,15,1236
2017-07-15,16,727
2017-07-15,17,1610
2017-07-15,18,1211
2017-07-15,19,1491
2017-07-15,20,1915
2017-07-15,21,1237
2017-07-15,22,801
2017-07-15,23,1017
2017-07-15,24,2266
2017-07-15,25,1057
2017-07-15,26,607
2017-07-15,27,1860
2017-07-15,28,1527
2017-07-15,29,1229
2017-07-15,30,670
2017-07-15,31,1507
2017-07-15,32,712
2017-07-15,33,1041
2017-07-15,34,2386
2017-07-15,35,769
2017-07-15,36,1169
2017-07-15,37,1633
2017-07-15,38,1957
2017-07-15,39,1689
2017-07-15,40,1420
2017-07-15,41,1391
2017-07-15,42,1424
2017-07-15,43,1606
2017-07-15,44,5051
2017-07-15,45,4419
2017-07-15,46,4277
2017-07-15,47,4545
2017-07-15,48,3538
2017-07-15,49,3454
2017-07-15,50,3340
2017-07-15,51,1864
2017-07-15,52,2720
2017-07-15,53,1404
2017-07-15,54,855
2017-07-16,1,518
2017-07-16,2,1794
2017-07-16,3,3427
2017-07-16,4,1472
2017-07-16,5,1153
2017-07-16,6,1960
2017-07-16,7,1565
2017-07-16,8,2687
2017-07-16,9,1944
2017-07-16,10,872
2017-07-16,11,2272
2017-07-16,12,1152
2017-07-16,13,786
2017-07-16,14,946
2017-07-16,15,943
2017-07-16,16,798
2017-07-16,17,1710
2017-07-16,18,1243
2017-07-16,19,1008
2017-07-16,20,2100
2017-07-16,21,1504
2017-07-16,22,800
2017-07-16,23,851
2017-07-16,24,1739
2017-07-16,25,866
2017-07-16,26,645
2017-07-16,27,1937
2017-07-16,28,1721
2017-07-16,29,1520
2017-07-16,30,672
2017-07-16,31,1689
2017-07-16,32,642
2017-07-16,33,945
2017-07-16,34,2120
2017-07-16,35,802
2017-07-16,36,1198
2017-07-16,37,1161
2017-07-16,38,1745
2017-07-16,39,1582
2017-07-16,40,1249
2017-07-16,41,1523
2017-07-16,42,1350
2017-07-16,43,1727
2017-07-16,44,5063
2017-07-16,45,4657
2017-07-16,46,4343
2017-07-16,47,4462
2017-07-16,48,3966
2017-07-16,49,3325
2017-07-16,50,2985
2017-07-16,51,1903
2017-07-16,52,2804
2017-07-16,53,1353
2017-07-16,54,920
2017-07-17,1,1739
2017-07-17,2,1729
2017-07-17,3,2951
2017-07-17,4,1207
2017-07-17,5,1311
2017-07-17,6,1626
2017-07-17,7,1810
2017-07-17,8,2577
2017-07-17,9,1954
2017-07-17,10,914
2017-07-17,11,2252
2017-07-17,12,1163
2017-07-17,13,855
2017-07-17,14,1315
2017-07-17,15,1428
2017-07-17,16,720
2017-07-17,17,1492
2017-07-17,18,1197
2017-07-17,19,1193
2017-07-17,20,1436
2017-07-17,21,1078
2017-07-17,22,711
2017-07-17,23,917
2017-07-17,24,1992
2017-07-17,25,710
2017-07-17,26,560
2017-07-17,27,1564
2017-07-17,28,1248
2017-07-17,29,1135
2017-07-17,30,740
2017-07-17,31,1407
2017-07-17,32,595
2017-07-17,33,898
2017-07-17,34,2083
2017-07-17,35,649
2017-07-17,36,1016
2017-07-17,37,1514
2017-07-17,38,1240
2017-07-17,39,1428
2017-07-17,40,1500
2017-07-17,41,1085
2017-07-17,42,1055
2017-07-17,43,1470
2017-07-17,44,4116
2017-07-17,45,3598
2017-07-17,46,3105
2017-07-17,47,3720
2017-07-17,48,2576
2017-07-17,49,2961
2017-07-17,50,2507
2017-07-17,51,1560
2017-07-17,52,2006
2017-07-17,53,1000
2017-07-17,54,864
2017-07-18,1,1733
2017-07-18,2,1694
2017-07-18,3,2910
2017-07-18,4,1216
2017-07-18,5,1178
2017-07-18,6,1532
2017-07-18,7,1666
2017-07-18,8,2425
2017-07-18,9,1977
2017-07-18,10,904
2017-07-18,11,2299
2017-07-18,12,1064
2017-07-18,13,845
2017-07-18,14,1275
2017-07-18,15,1405
2017-07-18,16,690
2017-07-18,17,1408
2017-07-18,18,1307
2017-07-18,19,1096
2017-07-18,20,1440
2017-07-18,21,984
2017-07-18,22,693
2017-07-18,23,971
2017-07-18,24,2018
2017-07-18,25,737
2017-07-18,26,521
2017-07-18,27,1438
2017-07-18,28,1293
2017-07-18,29,1194
2017-07-18,30,789
2017-07-18,31,1406
2017-07-18,32,581
2017-07-18,33,920
2017-07-18,34,1887
2017-07-18,35,660
2017-07-18,36,1144
2017-07-18,37,1478
2017-07-18,38,1319
2017-07-18,39,1352
2017-07-18,40,1354
2017-07-18,41,1029
2017-07-18,42,984
2017-07-18,43,1431
2017-07-18,44,3803
2017-07-18,45,3336
2017-07-18,46,2902
2017-07-18,47,3344
2017-07-18,48,2453
2017-07-18,49,2627
2017-07-18,50,2607
2017-07-18,51,1467
2017-07-18,52,1777
2017-07-18,53,962
2017-07-18,54,742
2017-07-19,1,1797
2017-07-19,2,1811
2017-07-19,3,2944
2017-07-19,4,1348
2017-07-19,5,1333
2017-07-19,6,1684
2017-07-19,7,1802
2017-07-19,8,2645
2017-07-19,9,1772
2017-07-19,10,799
2017-07-19,11,2134
2017-07-19,12,1169
2017-07-19,13,795
2017-07-19,14,1130
2017-07-19,15,1326
2017-07-19,16,676
2017-07-19,17,1280
2017-07-19,18,1126
2017-07-19,19,1017
2017-07-19,20,1418
2017-07-19,21,904
2017-07-19,22,746
2017-07-19,23,977
2017-07-19,24,2117
2017-07-19,25,861
2017-07-19,26,573
2017-07-19,27,1579
2017-07-19,28,1112
2017-07-19,29,1051
2017-07-19,30,662
2017-07-19,31,1214
2017-07-19,32,477
2017-07-19,33,790
2017-07-19,34,1718
2017-07-19,35,564
2017-07-19,36,915
2017-07-19,37,1643
2017-07-19,38,1460
2017-07-19,39,1239
2017-07-19,40,1288
2017-07-19,41,1150
2017-07-19,42,1142
2017-07-19,43,1328
2017-07-19,44,4389
2017-07-19,45,3598
2017-07-19,46,2993
2017-07-19,47,3492
2017-07-19,48,2496
2017-07-19,49,2838
2017-07-19,50,2394
2017-07-19,51,1757
2017-07-19,52,2064
2017-07-19,53,1064
2017-07-19,54,664
2017-07-20,1,1774
2017-07-20,2,1675
2017-07-20,3,3046
2017-07-20,4,1252
2017-07-20,5,1262
2017-07-20,6,1670
2017-07-20,7,1716
2017-07-20,8,2551
2017-07-20,9,1876
2017-07-20,10,780
2017-07-20,11,2121
2017-07-20,12,1135
2017-07-20,13,834
2017-07-20,14,1247
2017-07-20,15,1375
2017-07-20,16,644
2017-07-20,17,1352
2017-07-20,18,1177
2017-07-20,19,1012
2017-07-20,20,1476
2017-07-20,21,960
2017-07-20,22,740
2017-07-20,23,937
2017-07-20,24,2199
2017-07-20,25,749
2017-07-20,26,474
2017-07-20,27,1382
2017-07-20,28,1068
2017-07-20,29,1061
2017-07-20,30,693
2017-07-20,31,1337
2017-07-20,32,627
2017-07-20,33,838
2017-07-20,34,1895
2017-07-20,35,661
2017-07-20,36,1042
2017-07-20,37,1518
2017-07-20,38,1395
2017-07-20,39,1317
2017-07-20,40,1313
2017-07-20,41,1128
2017-07-20,42,1055
2017-07-20,43,1309
2017-07-20,44,3800
2017-07-20,45,3490
2017-07-20,46,3018
2017-07-20,47,3663
2017-07-20,48,2615
2017-07-20,49,2714
2017-07-20,50,2379
2017-07-20,51,1515
2017-07-20,52,2000
2017-07-20,53,909
2017-07-20,54,647
2017-07-21,1,1878
2017-07-21,2,1892
2017-07-21,3,3413
2017-07-21,4,1461
2017-07-21,5,1285
2017-07-21,6,1799
2017-07-21,7,2034
2017-07-21,8,2837
2017-07-21,9,1846
2017-07-21,10,781
2017-07-21,11,2193
2017-07-21,12,1104
2017-07-21,13,828
2017-07-21,14,1132
2017-07-21,15,1397
2017-07-21,16,668
2017-07-21,17,1347
2017-07-21,18,1145
2017-07-21,19,1056
2017-07-21,20,1515
2017-07-21,21,1012
2017-07-21,22,719
2017-07-21,23,1109
2017-07-21,24,2334
2017-07-21,25,1011
2017-07-21,26,579
2017-07-21,27,1488
2017-07-21,28,1010
2017-07-21,29,946
2017-07-21,30,697
2017-07-21,31,1298
2017-07-21,32,531
2017-07-21,33,760
2017-07-21,34,2165
2017-07-21,35,601
2017-07-21,36,1028
2017-07-21,37,1684
2017-07-21,38,1517
2017-07-21,39,1389
2017-07-21,40,1315
2017-07-21,41,1168
2017-07-21,42,1193
2017-07-21,43,1446
2017-07-21,44,4538
2017-07-21,45,3954
2017-07-21,46,3196
2017-07-21,47,3924
2017-07-21,48,2788
2017-07-21,49,3155
2017-07-21,50,2643
2017-07-21,51,1765
2017-07-21,52,2255
